ID_code,price,carat,cut,color,clarity,depth,table,x,y,z
train_10604,3845,0.91,Premium,F,SI2,59.1,60.0,6.36,6.3,3.74
train_10605,11519,1.7,Premium,I,VS2,60.7,59.0,7.63,7.7,4.65
train_10606,5291,1.12,Ideal,H,SI1,62.3,56.0,6.7,6.65,4.16
train_10607,6217,1.06,Very Good,G,VS2,59.4,59.0,6.68,6.63,3.95
train_10608,876,0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99
train_10609,7910,1.26,Very Good,G,SI1,63.3,58.0,6.88,6.84,4.34
train_10610,5551,1.2,Premium,D,SI2,62.6,57.0,6.84,6.74,4.25
train_10611,7467,1.04,Ideal,G,VS1,61.8,56.0,6.5,6.52,4.02
train_10612,706,0.35,Very Good,F,VS2,61.1,62.0,4.5,4.54,2.76
train_10613,3179,0.72,Ideal,D,VS2,62.8,57.0,5.68,5.73,3.58
train_10614,941,0.45,Premium,I,SI1,60.3,59.0,4.99,4.93,2.99
train_10615,743,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74
train_10616,988,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93
train_10617,667,0.33,Ideal,D,VS2,,55.0,4.5,4.52,2.72
train_10618,526,0.3,Premium,E,SI1,61.3,60.0,4.27,4.31,2.63
train_10619,2389,0.7,Very Good,I,VVS1,58.8,61.0,5.78,5.82,3.41
train_10620,3160,0.77,Very Good,D,SI1,58.6,59.0,6.0,6.04,3.53
train_10621,4060,1.25,Very Good,H,SI2,,57.0,6.73,6.65,4.25
train_10622,9960,1.5,Very Good,I,VS2,63.8,59.0,7.29,7.23,4.63
train_10623,1865,0.55,Ideal,F,VS2,61.4,57.0,5.29,5.25,3.24
train_10624,4283,1.03,Very Good,H,SI2,62.8,59.0,6.4,6.43,4.03
train_10625,6393,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02
train_10626,4130,0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72
train_10627,431,0.23,Very Good,G,VVS2,62.9,55.0,3.88,3.92,2.45
train_10628,921,0.42,Very Good,F,VS1,59.8,57.0,4.85,4.89,2.91
train_10629,802,0.31,Good,H,VVS2,63.7,55.0,4.32,4.28,2.74
train_10630,11982,1.53,Premium,H,VVS2,60.4,60.0,7.41,7.46,4.49
train_10631,3254,0.74,Ideal,H,VS1,62.1,55.0,5.82,5.84,3.62
train_10632,1255,0.41,Very Good,F,IF,63.3,56.0,4.69,4.75,2.99
train_10633,7951,1.37,Premium,G,VS2,61.6,59.0,7.11,7.04,4.36
train_10634,537,0.36,Ideal,D,SI2,62.0,56.0,4.56,4.6,2.84
train_10635,18426,2.29,Premium,J,IF,61.4,60.0,8.45,8.49,5.2
train_10636,1318,0.38,Good,E,IF,59.1,58.0,4.74,4.77,2.81
train_10637,2371,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5
train_10638,505,0.23,Ideal,F,VVS1,62.4,55.0,3.94,3.95,2.46
train_10639,11230,1.53,Ideal,G,SI1,62.4,57.0,7.33,7.41,4.6
train_10640,901,0.33,Ideal,G,VVS2,62.6,53.0,4.45,4.43,2.78
train_10641,5817,0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77
train_10642,975,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68
train_10643,15941,1.7,Ideal,G,VS2,61.3,57.0,7.67,7.6,4.68
train_10644,1581,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09
train_10645,10051,1.77,Ideal,D,SI2,60.9,53.0,7.92,7.85,4.8
train_10646,3473,0.9,Very Good,I,VS2,63.1,57.0,6.12,6.09,3.85
train_10647,596,0.34,Premium,G,VS2,61.6,60.0,4.47,4.49,2.76
train_10648,2721,0.78,Fair,E,SI2,66.9,57.0,5.7,5.66,3.6
train_10649,2203,0.51,Ideal,F,VVS2,62.2,56.0,5.12,5.08,3.17
train_10650,11520,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88
train_10651,842,0.32,Ideal,G,VVS1,61.9,56.0,4.39,4.4,2.72
train_10652,372,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69
train_10653,5683,1.24,Ideal,H,VS2,61.4,57.0,6.92,6.88,4.24
train_10654,829,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75
train_10655,505,0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76
train_10656,4379,0.92,Premium,E,SI1,61.3,58.0,6.19,6.25,3.81
train_10657,5688,1.85,Very Good,H,I1,63.3,56.0,7.8,7.75,4.92
train_10658,4978,1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33
train_10659,814,0.3,Ideal,D,VVS2,62.2,55.0,4.32,4.33,2.69
train_10660,945,0.4,Premium,E,SI1,61.3,61.0,4.76,4.73,2.91
train_10661,810,0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96
train_10662,653,0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67
train_10663,13771,1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56
train_10664,2215,0.71,Premium,G,SI1,62.8,61.0,5.64,5.59,3.53
train_10665,11722,1.76,Ideal,I,VS1,62.0,57.0,7.74,7.71,4.79
train_10666,16287,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91
train_10667,830,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92
train_10668,7643,1.02,Premium,D,VS2,62.5,58.0,6.4,6.37,3.99
train_10669,2234,0.7,Ideal,G,SI2,61.3,58.0,5.67,5.69,3.48
train_10670,2069,0.6,Ideal,E,SI1,61.2,57.0,5.43,5.45,3.33
train_10671,4260,1.01,Very Good,D,SI2,59.8,57.0,6.51,6.57,3.91
train_10672,10499,1.55,Premium,G,VS2,60.5,60.0,7.49,7.46,4.52
train_10673,5665,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08
train_10674,3107,0.7,Ideal,E,VS1,62.2,58.0,5.62,5.69,3.52
train_10675,3950,0.9,Very Good,F,SI1,,60.0,6.05,6.11,3.8
train_10676,1176,0.57,Premium,F,SI2,61.7,59.0,5.34,5.31,3.29
train_10677,1340,0.54,Ideal,E,SI2,60.7,56.0,5.3,5.25,3.2
train_10678,2685,0.74,Good,F,SI2,62.6,65.0,5.66,5.69,3.55
train_10679,921,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97
train_10680,10602,1.11,Ideal,F,VVS1,61.9,57.0,6.66,6.62,4.11
train_10681,945,0.42,Premium,G,SI1,62.2,58.0,4.75,4.73,2.95
train_10682,4352,1.34,Very Good,H,SI2,61.1,63.0,7.08,7.01,4.3
train_10683,10483,1.6,Premium,E,SI2,59.4,59.0,7.61,7.55,4.5
train_10684,891,0.31,Ideal,G,IF,62.2,55.0,4.35,4.4,2.72
train_10685,544,0.31,Good,E,SI1,63.2,59.0,4.28,4.33,2.72
train_10686,386,0.21,Very Good,E,VS2,63.2,54.0,3.82,3.78,2.4
train_10687,4153,1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01
train_10688,1323,0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12
train_10689,2203,0.51,Ideal,F,VVS2,62.6,57.0,5.13,5.1,3.2
train_10690,5504,1.12,Very Good,G,SI2,61.2,58.0,6.65,6.69,4.08
train_10691,8752,1.57,Premium,J,VS1,61.3,59.0,7.47,7.44,4.57
train_10692,11478,1.28,Very Good,G,VVS2,59.5,56.0,7.12,7.16,4.25
train_10693,1265,0.51,Premium,E,SI2,61.7,58.0,5.14,5.07,3.15
train_10694,740,0.38,Very Good,E,VS2,61.2,56.0,4.67,4.71,2.87
train_10695,1214,0.5,Good,F,SI1,59.6,58.0,5.1,5.16,3.06
train_10696,1713,0.61,Ideal,I,VVS1,62.5,54.0,5.43,5.49,3.41
train_10697,2822,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52
train_10698,471,0.31,Premium,G,VS2,61.2,59.0,4.36,4.4,2.68
train_10699,1723,0.56,Ideal,D,SI1,60.5,57.0,5.31,5.36,3.23
train_10700,660,0.31,Ideal,E,SI1,61.5,55.0,4.37,4.41,2.7
train_10701,4044,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81
train_10702,998,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86
train_10703,3077,0.73,Ideal,E,VS2,62.7,56.0,5.75,5.8,3.62
train_10704,3114,0.76,Ideal,G,VS2,61.7,55.0,5.86,5.91,3.63
train_10705,1636,0.58,Ideal,E,SI1,61.5,55.0,5.34,5.39,3.3
train_10706,7275,1.07,Ideal,G,VS2,61.9,55.0,6.55,6.57,4.06
train_10707,3679,0.9,Premium,H,SI1,62.0,62.0,6.13,6.03,3.77
train_10708,516,0.31,Ideal,F,SI1,60.5,57.0,4.4,4.43,2.67
train_10709,666,0.33,Ideal,H,VVS2,61.9,57.0,4.41,4.44,2.74
train_10710,4299,1.01,Very Good,F,SI2,63.2,58.0,6.43,6.3,4.02
train_10711,15185,2.01,Premium,J,VS1,60.1,59.0,8.25,8.18,4.94
train_10712,3239,0.9,Very Good,E,SI2,63.2,61.0,6.06,5.99,3.81
train_10713,5510,1.5,Ideal,I,I1,61.8,57.0,7.39,7.31,4.54
train_10714,787,0.33,Very Good,H,IF,61.7,59.0,4.43,4.45,2.74
train_10715,9330,1.7,Premium,F,SI2,58.5,60.0,7.87,7.8,4.58
train_10716,13948,2.06,Very Good,J,VS2,61.8,59.0,8.14,8.2,5.05
train_10717,397,0.27,Ideal,H,VS2,60.5,57.0,4.17,4.19,2.53
train_10718,16442,2.03,Very Good,H,SI2,56.8,61.0,8.52,8.42,4.81
train_10719,12587,2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93
train_10720,743,0.33,Ideal,G,VS2,62.2,56.0,4.44,4.43,2.76
train_10721,4585,1.03,Ideal,H,SI1,59.7,55.0,6.6,6.64,3.95
train_10722,3581,0.9,Very Good,G,SI2,60.9,56.0,6.18,6.24,3.78
train_10723,6586,1.05,Ideal,G,VS2,61.8,57.0,6.53,6.48,4.02
train_10724,3084,0.9,Very Good,E,SI2,63.4,62.0,6.02,6.0,3.81
train_10725,2703,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52
train_10726,2155,0.7,Premium,H,SI1,61.3,58.0,5.71,5.74,3.51
train_10727,450,0.3,Very Good,J,SI1,63.4,54.0,4.29,4.23,2.7
train_10728,625,0.31,Very Good,G,VS1,62.9,58.0,4.3,4.35,2.72
train_10729,8852,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65
train_10730,4181,1.01,Fair,E,SI1,64.7,59.0,6.23,6.11,3.99
train_10731,1066,0.32,Ideal,D,VS2,61.7,55.0,4.39,4.42,2.72
train_10732,2140,0.59,Ideal,F,VS1,61.1,56.0,5.43,5.47,3.33
train_10733,5166,1.1,Premium,D,SI1,60.4,59.0,6.66,6.69,4.03
train_10734,506,0.3,Very Good,J,VS1,63.4,55.0,4.3,4.25,2.71
train_10735,663,0.36,Premium,D,SI1,61.5,59.0,4.52,4.55,2.79
train_10736,1299,0.5,Good,E,VS2,64.1,58.0,5.01,5.03,3.22
train_10737,645,0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69
train_10738,698,0.31,Premium,E,SI1,58.3,60.0,4.51,4.48,2.62
train_10739,13078,1.72,Premium,H,SI1,,58.0,7.63,7.59,4.79
train_10740,4474,0.91,Fair,F,VS2,58.0,56.0,6.34,6.41,3.7
train_10741,404,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45
train_10742,6389,1.0,Good,F,VS1,64.2,60.0,6.18,6.28,4.0
train_10743,2821,0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56
train_10744,1595,0.54,Ideal,D,SI1,62.6,55.0,5.19,5.23,3.26
train_10745,1777,0.9,Premium,G,I1,61.3,59.0,6.2,6.15,3.78
train_10746,554,0.26,Very Good,F,VVS2,59.2,60.0,4.19,4.22,2.49
train_10747,2695,0.71,Very Good,H,VVS2,63.0,56.0,5.63,5.68,3.56
train_10748,702,0.32,Ideal,E,VS2,61.9,56.0,4.35,4.4,2.71
train_10749,6459,1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22
train_10750,4238,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04
train_10751,2514,0.53,Premium,E,VVS1,60.8,59.0,5.23,5.17,3.16
train_10752,953,0.42,Premium,E,SI1,60.0,61.0,4.88,4.85,2.92
train_10753,2210,0.54,Ideal,H,IF,60.3,55.0,5.29,5.33,3.2
train_10754,1309,0.57,Premium,H,SI1,59.3,58.0,5.46,5.4,3.22
train_10755,2737,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47
train_10756,12554,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0
train_10757,675,0.3,Premium,H,VS1,61.3,58.0,4.32,4.29,2.64
train_10758,6436,1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73
train_10759,4196,1.11,Ideal,E,SI2,62.0,57.0,6.67,6.63,4.12
train_10760,5358,1.34,Ideal,J,SI2,62.0,56.0,7.09,7.03,4.38
train_10761,4285,0.72,Ideal,E,VVS2,62.1,56.0,5.72,5.77,3.57
train_10762,1569,0.51,Very Good,D,SI1,62.8,56.0,5.07,5.09,3.19
train_10763,1716,0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16
train_10764,9002,1.22,Ideal,G,VS1,60.7,57.0,6.93,6.94,4.21
train_10765,3424,1.09,Good,G,SI2,57.4,61.0,6.82,6.75,3.89
train_10766,2202,0.71,Ideal,F,SI2,61.6,56.0,5.68,5.74,3.52
train_10767,1020,0.32,Ideal,G,IF,60.9,56.0,4.43,4.41,2.69
train_10768,4718,1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92
train_10769,2840,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45
train_10770,1202,0.51,Premium,H,VS2,60.9,60.0,5.19,5.16,3.15
train_10771,491,0.35,Premium,I,VS2,,58.0,4.55,4.57,2.79
train_10772,5814,1.02,Very Good,E,SI1,62.6,58.0,6.4,6.45,4.02
train_10773,4415,1.08,Very Good,E,SI2,59.8,59.0,6.65,6.73,4.0
train_10774,7573,1.25,Ideal,H,SI1,62.4,55.0,6.9,6.86,4.3
train_10775,2968,0.92,Premium,H,SI1,59.2,60.0,6.4,6.35,3.76
train_10776,952,0.4,Good,G,VS1,59.6,61.0,4.82,4.85,2.88
train_10777,5761,1.22,Ideal,I,VS2,59.5,57.0,6.91,6.97,4.13
train_10778,984,0.35,Ideal,E,VS2,62.1,56.0,4.53,4.52,2.81
train_10779,755,0.41,Ideal,E,SI1,62.1,54.0,4.76,4.81,2.97
train_10780,3885,1.01,Very Good,I,SI2,61.8,60.0,6.34,6.37,3.93
train_10781,3746,0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53
train_10782,1179,0.42,Ideal,D,VS1,62.1,56.0,4.78,4.82,2.98
train_10783,646,0.28,Ideal,E,VVS2,60.3,57.0,4.21,4.25,2.55
train_10784,6586,1.2,Premium,G,SI1,62.3,59.0,6.84,6.75,4.23
train_10785,1076,0.41,Ideal,G,VVS1,60.2,57.0,4.8,4.83,2.9
train_10786,4370,1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0
train_10787,1124,0.37,Premium,E,VS1,60.4,58.0,4.66,4.61,2.8
train_10788,6224,1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59
train_10789,1219,0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22
train_10790,1169,0.41,Very Good,F,VVS1,63.7,54.0,4.71,4.74,3.01
train_10791,4862,1.06,Premium,F,SI1,61.9,58.0,6.58,6.53,4.06
train_10792,8341,1.04,Premium,D,VS1,62.3,59.0,6.48,6.39,4.01
train_10793,2479,0.7,Very Good,G,VS2,63.1,58.0,5.65,5.61,3.55
train_10794,6539,1.03,Very Good,G,VS1,63.0,56.0,6.43,6.46,4.06
train_10795,4559,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02
train_10796,936,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7
train_10797,682,0.27,Very Good,F,VVS2,61.8,56.0,4.19,4.2,2.6
train_10798,1020,0.4,Ideal,E,VS2,61.9,54.0,4.74,4.73,2.93
train_10799,3423,0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67
train_10800,886,0.3,Ideal,F,IF,61.1,58.0,4.32,4.36,2.65
train_10801,12156,1.56,Premium,E,VS2,61.5,58.0,7.47,7.43,4.58
train_10802,2925,0.51,Very Good,E,IF,63.3,58.0,5.03,5.08,3.2
train_10803,2757,0.86,Fair,E,SI2,55.1,69.0,6.45,6.33,3.52
train_10804,928,0.33,Ideal,E,VS2,61.9,56.0,4.46,4.43,2.75
train_10805,645,0.31,Ideal,G,VS1,61.3,55.0,4.39,4.42,2.7
train_10806,3270,0.72,Very Good,E,VS2,59.8,57.0,5.84,5.89,3.51
train_10807,687,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95
train_10808,3073,0.7,Ideal,G,VVS1,61.6,55.0,5.72,5.75,3.53
train_10809,3750,0.9,Fair,F,VS1,65.7,59.0,5.96,5.92,3.9
train_10810,3795,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9
train_10811,657,0.32,Very Good,D,VS2,62.9,59.0,4.36,4.39,2.75
train_10812,8157,1.02,Ideal,F,VS1,61.0,56.0,6.52,6.49,3.97
train_10813,5373,1.2,Ideal,I,SI2,61.1,57.0,6.86,6.89,4.2
train_10814,8120,1.01,Premium,G,IF,60.0,61.0,6.45,6.41,3.86
train_10815,8774,1.21,Premium,G,VS1,62.7,58.0,6.85,6.76,4.27
train_10816,4739,0.91,Very Good,F,VS1,63.5,56.0,6.18,6.14,3.91
train_10817,414,0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47
train_10818,1129,0.51,Ideal,G,SI2,61.5,55.0,5.16,5.18,3.18
train_10819,2725,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72
train_10820,1955,0.53,Ideal,G,VVS2,60.8,57.0,5.24,5.28,3.2
train_10821,1778,0.52,Ideal,H,VVS1,60.4,57.0,5.2,5.23,3.15
train_10822,3751,0.91,Very Good,E,SI2,63.8,60.0,6.05,6.09,3.87
train_10823,3334,0.78,Ideal,E,VS2,62.0,55.0,5.89,5.95,3.67
train_10824,1949,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31
train_10825,2977,0.76,Premium,D,VS2,60.9,58.0,5.9,5.85,3.58
train_10826,523,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72
train_10827,1243,0.41,Ideal,E,VVS2,61.8,57.0,4.8,4.75,2.95
train_10828,702,0.4,Ideal,G,SI1,60.2,56.0,4.77,4.83,2.89
train_10829,1124,0.37,Ideal,D,VS2,61.0,56.0,4.7,4.65,2.85
train_10830,4679,1.03,Premium,D,SI2,61.7,58.0,6.47,6.5,4.0
train_10831,777,0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02
train_10832,10412,2.02,Ideal,I,SI2,62.2,57.0,8.06,7.99,4.99
train_10833,5802,1.11,Premium,E,SI1,61.3,58.0,6.61,6.66,4.07
train_10834,6757,1.69,Ideal,H,I1,62.0,56.0,7.66,7.61,4.73
train_10835,1007,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98
train_10836,871,0.38,Ideal,H,VS1,60.6,57.0,4.7,4.73,2.85
train_10837,4878,1.06,Very Good,H,SI1,62.2,58.0,6.45,6.53,4.04
train_10838,2956,0.74,Very Good,H,VS1,61.4,56.0,5.81,5.84,3.57
train_10839,2583,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76
train_10840,5736,1.26,Very Good,H,SI2,62.2,57.0,6.86,6.9,4.28
train_10841,646,0.28,Ideal,E,VVS2,62.4,56.0,4.16,4.2,2.61
train_10842,2499,0.82,Premium,H,SI2,59.5,62.0,6.13,6.07,3.63
train_10843,17323,1.7,Premium,E,VS2,62.9,58.0,7.57,7.54,4.75
train_10844,1129,0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97
train_10845,4149,1.01,Good,H,SI2,64.8,58.0,6.24,6.29,4.06
train_10846,5430,1.01,Fair,D,SI1,64.7,57.0,6.33,6.25,4.07
train_10847,4877,1.08,Premium,I,VS1,62.5,57.0,6.54,6.51,4.08
train_10848,1062,0.43,Ideal,E,VVS2,60.8,57.0,4.87,4.9,2.97
train_10849,710,0.3,Very Good,D,VS2,62.8,59.0,4.26,4.28,2.68
train_10850,1935,0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25
train_10851,4034,0.9,Ideal,E,SI1,60.1,56.0,6.3,6.35,3.8
train_10852,2415,0.7,Premium,D,VS2,61.3,58.0,5.72,5.67,3.48
train_10853,1446,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25
train_10854,3992,0.9,Very Good,F,SI1,59.6,63.0,6.24,6.17,3.7
train_10855,12743,2.05,Ideal,F,SI2,62.2,57.0,8.19,8.12,5.07
train_10856,11455,1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21
train_10857,1649,0.56,Ideal,E,SI1,61.6,55.0,5.31,5.33,3.28
train_10858,879,0.38,Ideal,G,VVS2,,57.0,4.64,4.66,2.89
train_10859,6504,1.01,Ideal,G,VS1,62.0,57.0,6.44,6.36,3.97
train_10860,476,0.3,Very Good,D,SI1,62.6,59.0,4.24,4.26,2.66
train_10861,758,0.32,Ideal,D,VS2,62.2,56.0,4.36,4.39,2.72
train_10862,1040,0.33,Ideal,F,VVS2,61.4,56.0,4.49,4.44,2.74
train_10863,999,0.41,Premium,E,VS2,59.8,60.0,4.87,4.83,2.9
train_10864,970,0.42,Premium,D,SI1,60.2,57.0,4.89,4.85,2.93
train_10865,6793,1.52,Premium,I,VS2,61.7,61.0,7.35,7.3,4.52
train_10866,526,0.3,Good,E,SI1,63.8,55.0,4.25,4.28,2.72
train_10867,9126,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1
train_10868,574,0.3,Premium,D,SI2,61.2,57.0,4.33,4.3,2.64
train_10869,802,0.31,Premium,F,VS2,62.0,58.0,4.37,4.31,2.69
train_10870,900,0.32,Ideal,E,VS2,62.1,55.0,4.42,4.4,2.74
train_10871,678,0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47
train_10872,625,0.41,Ideal,I,VS2,61.4,54.0,4.81,4.83,2.96
train_10873,5217,1.02,Premium,H,VS2,62.5,60.0,6.38,6.43,4.0
train_10874,7037,1.05,Ideal,G,VS1,62.5,56.0,6.48,6.54,4.07
train_10875,8930,1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57
train_10876,7879,1.05,Premium,F,VS1,61.0,58.0,6.6,6.55,4.01
train_10877,899,0.41,Ideal,G,VS1,60.8,57.0,4.8,4.84,2.93
train_10878,568,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84
train_10879,8543,1.35,Premium,H,VS1,62.3,58.0,7.1,7.05,4.41
train_10880,1442,0.58,Ideal,D,SI2,61.2,57.0,5.4,5.36,3.29
train_10881,1792,0.55,Premium,G,VS1,59.4,62.0,5.36,5.32,3.17
train_10882,756,0.32,Good,E,VS1,60.3,64.0,4.42,4.44,2.67
train_10883,2086,0.77,Very Good,J,SI1,61.0,59.0,5.94,5.99,3.64
train_10884,1027,0.35,Very Good,F,IF,62.0,54.0,4.55,4.58,2.83
train_10885,11415,1.18,Ideal,F,VVS2,60.6,55.0,6.84,6.88,4.16
train_10886,561,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67
train_10887,687,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97
train_10888,1836,0.51,Ideal,F,VS1,61.7,54.0,5.17,5.14,3.18
train_10889,1566,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24
train_10890,918,0.34,Ideal,D,VVS2,60.1,57.0,4.54,4.58,2.74
train_10891,3620,1.01,Very Good,J,VS2,63.3,54.0,6.42,6.34,4.04
train_10892,5998,1.7,Very Good,F,I1,63.1,56.0,7.62,7.51,4.78
train_10893,8058,1.53,Very Good,J,VS1,62.8,59.0,7.31,7.34,4.6
train_10894,1220,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18
train_10895,14386,1.5,Premium,E,VS2,59.5,58.0,7.53,7.46,4.46
train_10896,1317,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21
train_10897,1359,0.53,Ideal,F,SI1,62.6,55.0,5.17,5.22,3.25
train_10898,1333,0.4,Very Good,E,VVS1,62.8,57.0,4.65,4.71,2.94
train_10899,2959,0.74,Fair,G,VVS2,65.2,58.0,5.7,5.6,3.69
train_10900,520,0.33,Premium,H,SI2,61.2,57.0,4.49,4.43,2.73
train_10901,670,0.42,Very Good,H,SI1,61.5,54.0,4.87,4.89,3.0
train_10902,2289,0.7,Good,F,SI1,64.1,56.0,5.63,5.6,3.6
train_10903,5113,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01
train_10904,3053,0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48
train_10905,5211,1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32
train_10906,6300,1.5,Premium,D,I1,61.7,62.0,7.28,7.24,4.48
train_10907,608,0.3,Premium,H,VS2,61.1,61.0,4.32,4.29,2.63
train_10908,9870,1.02,Ideal,F,VVS2,60.9,56.0,6.54,6.49,3.97
train_10909,1012,0.31,Premium,E,VVS1,61.8,59.0,4.33,4.31,2.67
train_10910,852,0.36,Ideal,I,IF,60.8,57.0,4.6,4.64,2.81
train_10911,778,0.31,Very Good,H,IF,61.3,55.0,4.37,4.4,2.69
train_10912,550,0.33,Very Good,F,SI1,59.9,61.0,4.44,4.47,2.67
train_10913,18115,2.03,Very Good,E,SI2,58.8,59.0,8.23,8.28,4.85
train_10914,863,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69
train_10915,2975,0.77,Premium,E,SI1,60.4,58.0,6.0,5.88,3.59
train_10916,878,0.44,Very Good,E,SI2,63.2,59.0,4.85,4.8,3.05
train_10917,17357,2.02,Very Good,I,SI1,60.4,58.0,8.2,8.16,4.94
train_10918,3780,0.72,Ideal,F,VVS2,60.9,56.0,5.83,5.77,3.53
train_10919,4749,1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95
train_10920,1935,0.5,Ideal,G,VVS2,60.5,55.0,5.15,5.13,3.11
train_10921,1315,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26
train_10922,1389,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33
train_10923,2469,0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65
train_10924,7881,1.23,Ideal,I,VS1,,57.0,6.88,6.9,4.21
train_10925,3618,0.7,Ideal,D,VS1,62.8,53.4,5.64,5.68,3.55
train_10926,6449,1.33,Ideal,J,VS1,62.5,58.0,6.99,7.03,4.38
train_10927,1337,0.5,Ideal,E,SI1,61.6,57.0,5.08,5.11,3.14
train_10928,5387,0.9,Very Good,E,SI1,61.4,56.0,6.19,6.23,3.81
train_10929,407,0.3,Ideal,H,SI1,62.9,53.0,4.28,4.31,2.7
train_10930,991,0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0
train_10931,2107,0.71,Very Good,G,SI2,63.2,59.0,5.6,5.64,3.55
train_10932,3416,0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59
train_10933,552,0.3,Very Good,D,SI1,63.0,58.0,4.24,4.27,2.68
